,affiliate_channel,affiliate_provider,age,country_destination,date_account_created,date_first_booking,first_affiliate_tracked,first_browser,first_device_type,gender,id,language,signup_app,signup_flow,signup_method,timestamp_first_active,date_first_active,secs_elapsed
50575,direct,direct,24.0,US,2014-03-03,2015-02-10,untracked,Firefox,Mac Desktop,MALE,kgy7u5q7nq,en,Web,0,facebook,20140303223949,2014-03-03,512501.0
50577,sem-brand,google,45.0,other,2014-04-13,2015-02-04,omg,Safari,Mac Desktop,,kh0oqcj6t0,en,Web,0,basic,20140413023209,2014-04-13,235142.0
50578,direct,direct,29.0,US,2014-06-12,2014-06-21,untracked,Chrome,Windows Desktop,MALE,kh0qy6w7xp,en,Web,0,basic,20140612083721,2014-06-12,959401.0
50580,direct,direct,29.0,US,2014-06-23,2014-06-23,linked,Firefox,Mac Desktop,MALE,kh2fq3nsri,en,Web,0,basic,20140623210311,2014-06-23,11593179.0
50581,direct,direct,18.0,FR,2014-04-27,2015-03-12,untracked,Safari,Mac Desktop,FEMALE,kh2icu6euc,en,Web,0,basic,20140427232711,2014-04-27,686949.0
50584,sem-brand,google,35.0,US,2014-01-12,2014-01-12,omg,Safari,Mac Desktop,MALE,kh2pu4glax,en,Web,0,facebook,20140112075837,2014-01-12,100398.0
50589,other,facebook-open-graph,25.0,FR,2014-01-10,2014-01-10,omg,Chrome,Mac Desktop,MALE,kh5k0cynwf,en,Web,0,facebook,20140110014010,2014-01-10,5965825.0
50590,direct,direct,26.0,US,2014-01-05,2014-01-15,linked,Chrome,Mac Desktop,MALE,kh5x6wpqk5,en,Web,0,facebook,20140105162526,2014-01-05,600.0
50592,sem-brand,bing,61.0,US,2014-05-29,2014-05-29,omg,IE,Windows Desktop,MALE,kh6ortkvru,en,Web,0,basic,20140529170446,2014-05-29,1576000.0
50595,sem-brand,google,59.0,US,2014-06-28,2014-07-02,omg,Chrome,Windows Desktop,FEMALE,kh8dnydu22,en,Web,0,basic,20140628233535,2014-06-28,102271.0
50600,direct,direct,34.0,US,2014-06-16,2014-06-16,untracked,Chrome,Windows Desktop,FEMALE,khanqkcsza,en,Web,0,facebook,20140616034905,2014-06-16,7876284.0
50604,direct,direct,28.0,IT,2014-05-24,2014-10-15,untracked,-unknown-,iPhone,FEMALE,khbpyhzkpp,en,iOS,25,facebook,20140524201552,2014-05-24,550472.0
50610,direct,direct,27.0,US,2014-06-29,2014-06-29,linked,Chrome,Mac Desktop,MALE,khfnycoblz,en,Web,0,facebook,20140629072905,2014-06-29,4393275.0
50624,direct,direct,31.0,US,2014-06-12,2014-06-18,untracked,-unknown-,iPhone,FEMALE,kho80pc6ef,en,iOS,25,basic,20140612040052,2014-06-12,2845648.0
50625,direct,direct,38.0,US,2014-05-23,2014-11-29,untracked,-unknown-,Android Phone,MALE,khofrfcd6c,en,Android,24,facebook,20140523150334,2014-05-23,669407.0
50631,seo,google,30.0,US,2014-03-11,2014-03-16,linked,Chrome,Windows Desktop,,khs156xrip,en,Web,0,basic,20140311203123,2014-03-11,1598741.0
50634,direct,direct,31.0,US,2014-05-02,2014-05-04,omg,Chrome,Windows Desktop,FEMALE,khun2eamty,en,Web,0,facebook,20140502192855,2014-05-02,1297370.0
50637,direct,direct,64.0,US,2014-03-30,2014-03-31,linked,Safari,Mac Desktop,FEMALE,khvwkqbtbh,en,Web,0,facebook,20140330232446,2014-03-30,2881536.0
50643,sem-non-brand,google,72.0,US,2014-03-21,2014-03-21,omg,Firefox,Windows Desktop,MALE,khybdzyl5m,en,Web,0,basic,20140321183214,2014-03-21,1249299.0
50644,sem-brand,google,22.0,other,2014-03-20,2014-03-26,linked,Firefox,Mac Desktop,MALE,khznzxhgto,en,Web,0,facebook,20140320005925,2014-03-20,961308.0
50649,sem-brand,google,34.0,US,2014-06-05,2015-01-13,omg,Chrome,Windows Desktop,,ki1otoaay5,en,Web,0,basic,20140605181034,2014-06-05,12649240.0
50650,direct,direct,43.0,US,2014-04-28,2014-04-29,linked,Safari,Mac Desktop,MALE,ki1tpb7s94,en,Web,0,facebook,20140428211220,2014-04-28,6588620.0
50653,direct,direct,27.0,US,2014-06-10,2014-06-27,untracked,Firefox,Windows Desktop,FEMALE,ki4p0dzer1,en,Web,0,facebook,20140610050423,2014-06-10,1138740.0
50657,sem-brand,google,30.0,US,2014-03-26,2014-04-22,omg,Chrome,Windows Desktop,FEMALE,ki645o3jaz,en,Web,0,facebook,20140326180054,2014-03-26,121676.0
50659,direct,direct,29.0,ES,2014-06-11,2014-10-29,untracked,-unknown-,iPhone,MALE,ki6lrdkeuk,en,Web,0,basic,20140611231447,2014-06-11,1889183.0
50662,direct,direct,69.0,US,2014-04-25,2014-05-01,untracked,IE,Windows Desktop,FEMALE,ki7jx8pcjk,en,Web,0,basic,20140425193128,2014-04-25,2523527.0
50668,sem-brand,google,62.0,US,2014-05-12,2014-05-28,omg,Mobile Safari,iPad,,kicow8tc2m,en,Web,0,basic,20140512012626,2014-05-12,7366393.0
50674,sem-non-brand,google,50.0,US,2014-03-24,2014-03-24,omg,Chrome,Windows Desktop,,kiir61sap9,en,Web,0,basic,20140324031640,2014-03-24,5959884.0
50676,direct,direct,26.0,US,2014-06-03,2014-06-26,untracked,Safari,Mac Desktop,MALE,kikfwtnxia,en,Web,0,facebook,20140603061834,2014-06-03,395999.0
50682,remarketing,google,29.0,US,2014-02-27,2014-03-04,linked,Chrome,Windows Desktop,FEMALE,kimtzeckge,en,Web,0,basic,20140227232051,2014-02-27,3645529.0
50684,sem-non-brand,google,29.0,US,2014-03-08,2014-03-18,omg,Chrome,Mac Desktop,FEMALE,kin5dfrmf8,en,Web,0,basic,20140308030600,2014-03-08,55851.0
50694,direct,direct,31.0,other,2014-05-24,2014-05-25,linked,Chrome,Mac Desktop,FEMALE,kit4igf2dk,en,Web,0,basic,20140524233425,2014-05-24,2018712.0
50703,direct,direct,26.0,US,2014-05-26,2014-07-16,untracked,Safari,Mac Desktop,FEMALE,kiyhxdatmk,en,Web,0,facebook,20140526014713,2014-05-26,17147.0
50704,direct,direct,72.0,US,2014-01-16,2014-03-27,tracked-other,Safari,Mac Desktop,,kiyxayf5ma,en,Web,0,basic,20140116205222,2014-01-16,1059725.0
50707,sem-brand,google,19.0,US,2014-05-07,2014-12-08,omg,Chrome,Mac Desktop,FEMALE,kj1eb3uhll,en,Web,0,basic,20140507040636,2014-05-07,567610.0
50714,seo,google,34.0,US,2014-04-19,2014-04-24,linked,Chrome,Mac Desktop,MALE,kj4grieuyt,en,Web,0,facebook,20140419080058,2014-04-19,1039733.0
50717,other,padmapper,31.0,US,2014-01-24,2014-01-25,tracked-other,Firefox,Mac Desktop,,kj6auw1s5y,en,Web,0,basic,20140124234803,2014-01-24,1957883.0
50726,direct,direct,50.0,US,2014-05-15,2014-06-11,untracked,Chrome,Windows Desktop,,kjciu00fgz,en,Web,0,basic,20140515093341,2014-05-15,506870.0
50727,direct,direct,50.0,US,2014-01-02,2014-01-02,linked,Safari,Mac Desktop,MALE,kjcjsq6eg3,sv,Web,0,basic,20140102215516,2014-01-02,5529531.0
50729,direct,direct,24.0,other,2014-06-23,2015-04-27,untracked,-unknown-,iPhone,MALE,kjdf476je5,en,iOS,25,facebook,20140623223959,2014-06-23,571862.0
50734,sem-brand,google,35.0,other,2014-06-14,2014-06-15,omg,Safari,Mac Desktop,,kjhlr5nuqz,en,Web,8,basic,20140614215831,2014-06-14,1282846.0
50736,direct,direct,32.0,CA,2014-06-10,2014-06-14,linked,Chrome,Windows Desktop,MALE,kjijpobhm2,en,Web,0,basic,20140610023425,2014-06-10,860563.0
50738,direct,direct,65.0,US,2014-01-26,2014-01-27,untracked,Firefox,Windows Desktop,,kjivoa4j73,en,Web,0,basic,20140126222931,2014-01-26,5034540.0
50743,sem-brand,google,29.0,other,2014-05-01,2014-05-22,omg,Chrome,Mac Desktop,OTHER,kjm64ug41x,en,Web,0,facebook,20140501053020,2014-05-01,162886.0
50745,direct,direct,41.0,US,2014-05-30,2014-05-30,linked,Firefox,Windows Desktop,MALE,kjmnzl9xqz,en,Web,0,facebook,20140530150542,2014-05-30,77439.0
50750,direct,direct,55.0,other,2014-04-11,2014-04-29,untracked,Chrome,Mac Desktop,MALE,kjo0zoszh0,en,Web,0,basic,20140411203305,2014-04-11,1080.0
50754,direct,direct,52.0,FR,2014-04-26,2014-05-26,linked,Safari,Mac Desktop,,kjrmlwd4wk,en,Web,0,basic,20140426170635,2014-04-26,82728.0
50759,direct,direct,46.0,US,2014-01-30,2014-02-06,linked,IE,Windows Desktop,FEMALE,kjt08rbdwu,en,Web,0,facebook,20140130223317,2014-01-30,4355.0
50767,direct,direct,36.0,US,2014-05-05,2014-06-12,untracked,-unknown-,iPhone,OTHER,kjv2snx9aj,en,iOS,25,basic,20140505083512,2014-05-05,1058814.0
50771,sem-non-brand,google,34.0,US,2014-05-06,2014-05-08,untracked,Firefox,Mac Desktop,MALE,kjxuqxj60u,en,Web,0,facebook,20140506170134,2014-05-06,1879.0
50778,content,google,57.0,FR,2014-05-01,2015-03-29,linked,Safari,Mac Desktop,FEMALE,kk3h4lvyyq,en,Web,0,basic,20140501152326,2014-05-01,1017348.0
50779,direct,direct,19.0,US,2014-04-29,2014-04-29,untracked,Chrome,Mac Desktop,MALE,kk4cxcy5tc,en,Web,0,basic,20140429045352,2014-04-29,1303318.0
50781,api,other,37.0,US,2014-01-02,2014-01-03,untracked,-unknown-,iPhone,MALE,kk5pf4afvk,en,iOS,12,facebook,20140102063258,2014-01-02,2527938.0
50786,direct,direct,35.0,US,2014-05-17,2014-05-20,untracked,Chrome,Mac Desktop,MALE,kk8ahkjrrm,en,Web,0,facebook,20140517043127,2014-05-17,316934.0
50787,sem-brand,google,37.0,US,2014-04-29,2014-05-07,untracked,Chrome,Windows Desktop,MALE,kk8fu6da3b,en,Web,0,facebook,20140429210551,2014-04-29,635526.0
50790,direct,direct,39.0,FR,2014-05-08,2015-01-14,untracked,Chrome,Windows Desktop,MALE,kk9ziznvme,en,Web,0,facebook,20140508192557,2014-05-08,578317.0
50795,direct,direct,28.0,US,2014-02-14,2014-02-16,untracked,Chrome,Windows Desktop,FEMALE,kkbohe9eyu,en,Web,0,basic,20140214045832,2014-02-14,590738.0
50798,sem-brand,google,33.0,US,2014-02-04,2014-02-09,omg,Chrome,Windows Desktop,FEMALE,kkcf9lygbc,es,Web,0,basic,20140204195631,2014-02-04,1570732.0
50807,direct,direct,21.0,US,2014-05-06,2015-02-03,untracked,Chrome,Mac Desktop,MALE,kkeuu9a2lr,en,Web,0,facebook,20140506213231,2014-05-06,2096.0
50809,direct,direct,34.0,US,2014-02-03,2014-02-05,untracked,Chrome,Mac Desktop,,kkf8xrxu5g,en,Web,0,basic,20140203235918,2014-02-03,23509.0
50811,direct,direct,40.0,US,2014-06-25,2014-06-25,linked,Safari,Mac Desktop,,kkfbp3nolt,en,Web,0,basic,20140625160415,2014-06-25,594849.0
50814,direct,direct,32.0,US,2014-06-12,2014-06-17,untracked,Android Browser,Android Phone,MALE,kkg2klmte8,en,Web,0,basic,20140612005459,2014-06-12,519623.0
50818,direct,direct,25.0,NL,2014-04-09,2014-06-26,untracked,Chrome,Mac Desktop,FEMALE,kkhsnwypaa,en,Web,0,basic,20140409043421,2014-04-09,1849396.0
50820,sem-brand,google,30.0,US,2014-02-24,2014-12-20,omg,Chrome,Windows Desktop,FEMALE,kkifrp1gy4,en,Web,0,facebook,20140224072314,2014-02-24,2014689.0
50832,api,other,41.0,US,2014-03-04,2014-06-12,untracked,-unknown-,iPhone,FEMALE,kknwypmros,en,iOS,12,facebook,20140304055135,2014-03-04,694.0
50837,sem-brand,google,29.0,US,2014-02-04,2014-02-07,linked,Chrome,Mac Desktop,MALE,kkrqte9u39,en,Web,0,basic,20140204010449,2014-02-04,1023249.0
50840,direct,direct,33.0,US,2014-03-31,2014-03-31,untracked,Chrome,Windows Desktop,FEMALE,kkt26iksck,zh,Web,0,facebook,20140331070100,2014-03-31,4442177.0
50841,direct,direct,29.0,US,2014-06-05,2014-06-05,untracked,Chrome,Windows Desktop,FEMALE,kkughtwevq,en,Web,0,basic,20140605062525,2014-06-05,1814789.0
50843,direct,direct,28.0,other,2014-04-11,2014-05-04,omg,Safari,Mac Desktop,FEMALE,kkv9u9k3qp,en,Web,0,facebook,20140411032734,2014-04-11,290878.0
50845,direct,direct,27.0,NL,2014-03-05,2014-03-08,untracked,Safari,Mac Desktop,FEMALE,kky44l34kp,en,Web,0,facebook,20140305230007,2014-03-05,4446296.0
50849,sem-brand,google,75.0,US,2014-06-29,2014-06-30,untracked,Firefox,Mac Desktop,FEMALE,kl0rhr0o7i,en,Web,0,basic,20140629025425,2014-06-29,1087372.0
50852,direct,direct,29.0,US,2014-03-05,2014-12-23,untracked,Chrome,Mac Desktop,FEMALE,kl1x8q6s4b,en,Web,0,facebook,20140305231600,2014-03-05,665867.0
50855,direct,direct,30.0,US,2014-06-21,2015-04-02,untracked,Mobile Safari,iPhone,FEMALE,kl3bhbzm2o,en,Moweb,0,facebook,20140621174859,2014-06-21,15333.0
50859,direct,direct,33.0,US,2014-04-23,2014-04-23,linked,IE,Windows Desktop,FEMALE,kl45s65zpr,en,Web,0,basic,20140423192621,2014-04-23,3967359.0
50860,api,other,30.0,US,2014-03-09,2014-03-16,untracked,Chrome,Mac Desktop,MALE,kl4xw4e1pv,en,iOS,12,facebook,20140309012912,2014-03-09,427.0
50861,direct,direct,57.0,US,2014-05-13,2014-06-16,untracked,Chrome,Windows Desktop,FEMALE,kl5ciety8u,en,Web,0,basic,20140513154920,2014-05-13,4031812.0
50868,direct,direct,30.0,US,2014-03-04,2014-03-04,untracked,Mobile Safari,iPad,,kl9fojh21e,en,Web,0,basic,20140304012531,2014-03-04,624086.0
50871,direct,direct,71.0,US,2014-01-29,2014-01-30,untracked,-unknown-,iPhone,FEMALE,kl9yik92f7,en,iOS,25,basic,20140129191723,2014-01-29,219771.0
50877,direct,direct,21.0,NL,2014-06-13,2014-06-13,linked,Safari,Mac Desktop,MALE,klcqe9d359,en,Web,0,basic,20140613022738,2014-06-13,2851647.0
50883,direct,direct,28.0,FR,2014-02-23,2014-02-24,linked,Chrome,Mac Desktop,FEMALE,klg30xpxzk,en,Web,0,basic,20140223001759,2014-02-23,1926439.0
50886,sem-brand,bing,59.0,PT,2014-05-25,2014-06-05,linked,Mobile Safari,iPad,FEMALE,kligmm8wks,en,Web,0,basic,20140525162030,2014-05-25,260470.0
50890,direct,direct,31.0,US,2014-05-06,2015-03-23,untracked,-unknown-,iPhone,MALE,klkudrq3ry,en,iOS,25,facebook,20140506024604,2014-05-06,35215.0
50891,direct,direct,37.0,US,2014-06-04,2014-06-04,linked,Firefox,Windows Desktop,FEMALE,kllbnig1r2,en,Web,0,basic,20140604140227,2014-06-04,830682.0
50893,other,email-marketing,19.0,other,2014-05-23,2014-05-25,linked,Safari,Mac Desktop,MALE,klm8lyi0e1,en,Web,0,basic,20140523200932,2014-05-23,4259463.0
50901,direct,direct,30.0,US,2014-04-21,2014-05-29,untracked,-unknown-,iPhone,FEMALE,klnp5pnjqn,en,iOS,25,basic,20140421224750,2014-04-21,2027000.0
50902,direct,direct,21.0,FR,2014-05-24,2014-05-26,untracked,Safari,Mac Desktop,MALE,klo0fo5ld3,en,Web,0,basic,20140524095903,2014-05-24,1043593.0
50907,sem-non-brand,google,27.0,US,2014-04-29,2014-09-14,untracked,Mobile Safari,iPhone,MALE,klql4e47w4,en,Web,0,basic,20140429103212,2014-04-29,710514.0
50909,sem-brand,google,42.0,US,2014-06-18,2014-06-20,omg,Safari,Mac Desktop,MALE,klrjoyu7t4,en,Web,0,basic,20140618144336,2014-06-18,3099674.0
50912,sem-brand,google,57.0,other,2014-01-29,2014-02-03,linked,Firefox,Windows Desktop,MALE,klt59ohs9t,en,Web,0,basic,20140129052419,2014-01-29,1190689.0
50917,sem-non-brand,google,39.0,US,2014-01-05,2014-01-05,omg,Safari,Mac Desktop,MALE,klw1mxcn92,en,Web,0,facebook,20140105013045,2014-01-05,314349.0
50919,direct,direct,28.0,US,2014-02-14,2014-02-16,untracked,Firefox,Windows Desktop,FEMALE,klwxnyk6fh,en,Web,0,basic,20140214210216,2014-02-14,3369683.0
50920,direct,direct,22.0,US,2014-05-09,2014-12-04,untracked,Chrome,Mac Desktop,,klxcm3e7cy,en,Web,0,facebook,20140509053743,2014-05-09,3385445.0
50927,sem-brand,google,38.0,CA,2014-06-23,2014-06-23,omg,Firefox,Windows Desktop,MALE,km0y9y77kw,en,Web,0,facebook,20140623000449,2014-06-23,2500231.0
50931,direct,direct,25.0,US,2014-06-25,2015-04-21,linked,Mobile Safari,iPhone,FEMALE,km376x67i6,en,Moweb,0,facebook,20140625220516,2014-06-25,438858.0
50933,other,other,29.0,US,2014-06-15,2014-08-09,marketing,TheWorld Browser,Windows Desktop,FEMALE,km3q8bug8f,zh,Web,0,basic,20140615141933,2014-06-15,141182.0
50947,sem-brand,google,33.0,US,2014-02-07,2014-05-01,untracked,Safari,Mac Desktop,,kmc2090950,en,Web,0,basic,20140207000247,2014-02-07,154142.0
50948,direct,direct,32.0,US,2014-04-07,2014-04-07,linked,Chrome,Mac Desktop,MALE,kmc23bgyh4,en,Web,0,basic,20140407025939,2014-04-07,620871.0
50962,sem-brand,google,24.0,other,2014-03-18,2015-03-03,linked,Chrome,Windows Desktop,FEMALE,kmh6s2pnjg,en,Web,0,basic,20140318181849,2014-03-18,417322.0
50963,direct,direct,40.0,other,2014-05-22,2014-05-22,untracked,Chrome,Mac Desktop,MALE,kmi39b7z11,en,Web,0,facebook,20140522172614,2014-05-22,598945.0
50969,direct,direct,67.0,US,2014-06-16,2014-06-17,linked,Mobile Safari,iPad,FEMALE,kmkvi7fazm,en,Web,0,basic,20140616161604,2014-06-16,3624771.0
50970,direct,direct,45.0,US,2014-02-16,2014-02-17,untracked,Mobile Safari,iPad,FEMALE,kml0whbmlv,en,Web,0,basic,20140216233415,2014-02-16,1169064.0
50973,direct,direct,41.0,US,2014-06-06,2014-10-07,untracked,-unknown-,Android Phone,MALE,kmmx5znj81,en,Android,23,facebook,20140606221942,2014-06-06,124526.0
50974,sem-non-brand,google,32.0,US,2014-01-20,2014-01-22,untracked,Chrome,Mac Desktop,FEMALE,kmn4k2iewd,en,Web,0,facebook,20140120191906,2014-01-20,5362.0
50978,direct,direct,83.0,IT,2014-01-26,2014-04-25,untracked,Chrome,Windows Desktop,,kmodidjvkw,en,Web,0,basic,20140126194143,2014-01-26,287426.0
50983,direct,direct,40.0,US,2014-03-28,2014-03-31,untracked,Safari,Mac Desktop,,kms6qwrjz3,en,Web,0,basic,20140328212152,2014-03-28,3972.0
50984,sem-non-brand,google,33.0,other,2014-04-13,2014-05-06,omg,Safari,Mac Desktop,MALE,kmsey2x4uf,en,Web,0,facebook,20140413034823,2014-04-13,1456326.0
50995,sem-brand,google,56.0,ES,2014-05-11,2014-05-26,omg,Mobile Safari,iPad,MALE,kmzzwob3si,en,Web,0,basic,20140511194416,2014-05-11,2479350.0
50998,direct,direct,30.0,US,2014-03-18,2014-03-21,untracked,Chrome,Mac Desktop,MALE,kn17yyr9gg,en,Web,0,basic,20140318213030,2014-03-18,518497.0
51003,direct,direct,33.0,US,2014-05-23,2014-06-05,untracked,Mobile Safari,iPad,MALE,kn7btaqpvh,en,Web,0,facebook,20140523024436,2014-05-23,643249.0
51016,api,other,31.0,US,2014-03-22,2014-07-04,untracked,-unknown-,Other/Unknown,,kndtkzr0fr,en,Android,12,basic,20140322192323,2014-03-22,351709.0
51026,direct,direct,34.0,FR,2014-02-11,2014-02-11,linked,Firefox,Mac Desktop,FEMALE,knfjqefkg0,es,Web,0,basic,20140211101128,2014-02-11,9449.0
51030,direct,direct,21.0,US,2014-06-12,2015-05-14,untracked,-unknown-,Android Phone,MALE,knissgaypj,en,Android,23,facebook,20140612214528,2014-06-12,1104833.0
51035,direct,direct,49.0,FR,2014-03-17,2014-04-16,untracked,Mobile Safari,iPad,FEMALE,knk2zs8fni,en,Web,0,basic,20140317005852,2014-03-17,351730.0
51041,direct,direct,34.0,US,2014-03-20,2014-03-31,untracked,Safari,Mac Desktop,FEMALE,knquqxwx7x,en,Web,0,basic,20140320204425,2014-03-20,3058999.0
51049,remarketing,google,28.0,other,2014-03-22,2014-03-31,untracked,Safari,Mac Desktop,FEMALE,knuf560erl,en,Web,0,facebook,20140322235154,2014-03-22,1986810.0
51050,other,padmapper,27.0,CA,2014-03-14,2015-01-23,tracked-other,Chrome,Mac Desktop,,knuh1dfukj,en,Web,0,basic,20140314212342,2014-03-14,40836.0
51054,seo,google,31.0,other,2014-02-20,2014-02-20,linked,Chrome,Mac Desktop,FEMALE,knwzkg9u5b,en,Web,0,basic,20140220054938,2014-02-20,3906290.0
51055,direct,direct,34.0,US,2014-01-26,2014-02-05,linked,Chrome,Mac Desktop,FEMALE,knxb3v4kuq,en,Web,0,basic,20140126232750,2014-01-26,238560.0
51057,direct,direct,44.0,US,2014-02-02,2014-02-10,untracked,Safari,Mac Desktop,MALE,knxn9t1m95,en,Web,0,basic,20140202170542,2014-02-02,4053688.0
51064,sem-non-brand,google,52.0,US,2014-04-28,2014-04-28,untracked,Safari,Mac Desktop,,knz9jzaf7o,en,Web,0,basic,20140428220500,2014-04-28,1731424.0
51066,other,other,27.0,US,2014-01-12,2014-01-15,tracked-other,Safari,Mac Desktop,FEMALE,ko0hvg89d7,en,Web,0,facebook,20140112183748,2014-01-12,6524.0
51067,direct,direct,39.0,US,2014-05-02,2014-05-10,untracked,Chrome,Mac Desktop,,ko0pwksovi,en,Web,0,basic,20140502171305,2014-05-02,147974.0
51076,seo,google,39.0,US,2014-04-26,2014-04-29,linked,Chrome,Mac Desktop,,ko5ux68aku,en,Web,0,basic,20140426024529,2014-04-26,2471215.0
51079,seo,google,44.0,US,2014-03-24,2014-03-24,linked,Safari,Mac Desktop,MALE,ko79p9omvg,en,Web,0,basic,20140324033525,2014-03-24,3861381.0
51083,direct,direct,38.0,FR,2014-05-11,2014-05-26,untracked,-unknown-,iPhone,FEMALE,ko9ff4evpz,en,iOS,25,facebook,20140511071434,2014-05-11,2836297.0
51089,direct,direct,36.0,US,2014-06-24,2014-12-24,omg,Safari,Mac Desktop,FEMALE,koayemuthw,en,Web,0,basic,20140624005349,2014-06-24,107726.0
51094,sem-non-brand,google,26.0,IT,2014-01-24,2015-01-10,linked,Firefox,Windows Desktop,FEMALE,koc6ydrc7f,it,Web,0,basic,20140124002427,2014-01-24,3810349.0
51110,sem-brand,google,22.0,US,2014-04-21,2014-04-21,omg,Chrome,Mac Desktop,FEMALE,kohas9d374,en,Web,0,facebook,20140421023515,2014-04-21,5616051.0
51115,sem-non-brand,google,69.0,US,2014-05-29,2014-06-02,omg,Firefox,Windows Desktop,MALE,kok5r6f3l6,en,Web,0,basic,20140529185050,2014-05-29,1344000.0
51119,direct,direct,30.0,NL,2014-02-11,2014-04-21,linked,Chrome,Mac Desktop,FEMALE,komykphi87,en,Web,0,basic,20140211080858,2014-02-11,1171335.0
51121,direct,direct,48.0,US,2014-02-20,2014-08-05,untracked,IE,Windows Desktop,MALE,koopbrmov0,en,Web,0,facebook,20140220012157,2014-02-20,2084888.0
51131,direct,direct,32.0,US,2014-04-09,2014-04-09,untracked,Safari,Mac Desktop,MALE,kovxp263py,en,Web,0,basic,20140409165138,2014-04-09,1967750.0
51136,direct,direct,38.0,other,2014-05-17,2014-10-16,untracked,-unknown-,iPhone,FEMALE,koy4o4emih,en,iOS,25,basic,20140517024014,2014-05-17,256996.0
51137,api,other,32.0,other,2014-03-01,2014-03-08,untracked,-unknown-,iPhone,MALE,koyy8vo1bq,en,iOS,12,facebook,20140301222903,2014-03-01,1821994.0
51138,sem-brand,google,24.0,US,2014-03-14,2014-03-16,omg,Firefox,Windows Desktop,MALE,koz1syhqpt,en,Web,0,facebook,20140314084915,2014-03-14,1170572.0
51139,direct,direct,20.0,US,2014-06-06,2014-06-07,untracked,Mobile Safari,iPhone,FEMALE,kozxe224xl,en,Web,0,facebook,20140606055559,2014-06-06,550113.0
51142,sem-brand,google,59.0,FR,2014-03-05,2014-03-05,omg,IE,Windows Desktop,MALE,kp0wgc5ak5,en,Web,0,basic,20140305040350,2014-03-05,772332.0
51145,sem-brand,google,29.0,IT,2014-03-24,2014-03-24,omg,Safari,Mac Desktop,MALE,kp2lcbypb6,en,Web,0,facebook,20140324001747,2014-03-24,1793109.0
51154,direct,direct,27.0,US,2014-03-28,2014-03-28,untracked,Mobile Safari,iPhone,,kp7jifk5x1,en,Moweb,24,basic,20140328184158,2014-03-28,7928318.0
51157,direct,direct,34.0,GB,2014-02-24,2014-02-25,untracked,Mobile Safari,iPad,,kp9ogzx9i8,en,Web,0,basic,20140224021707,2014-02-24,749131.0
51161,seo,google,33.0,US,2014-03-07,2014-03-17,linked,Chrome,Mac Desktop,,kpc1c6q6t4,en,Web,0,basic,20140307161924,2014-03-07,118805.0
51168,direct,direct,28.0,US,2014-05-18,2014-05-21,untracked,-unknown-,Android Phone,MALE,kpfn2z5t53,en,Android,23,basic,20140518185859,2014-05-18,508514.0
51174,seo,google,32.0,US,2014-04-25,2014-04-25,linked,Chrome,Mac Desktop,FEMALE,kpihn3d3yr,en,Web,0,basic,20140425190031,2014-04-25,4737842.0
51179,direct,direct,55.0,US,2014-06-11,2014-06-11,untracked,Chrome,Windows Desktop,MALE,kpkunvp70a,en,Web,0,basic,20140611174333,2014-06-11,882564.0
51185,sem-brand,google,31.0,US,2014-06-05,2014-06-06,untracked,Chrome,Windows Desktop,FEMALE,kpmie9ss32,en,Web,0,basic,20140605030029,2014-06-05,76655.0
51186,sem-non-brand,google,58.0,US,2014-03-02,2014-03-09,omg,Safari,Mac Desktop,FEMALE,kpmxbfv3u1,en,Web,0,basic,20140302025941,2014-03-02,977000.0
51188,direct,direct,37.0,US,2014-01-01,2014-01-01,linked,Chrome,Mac Desktop,MALE,kpnmjq1ppj,en,Web,0,basic,20140101194342,2014-01-01,5003220.0
51201,api,other,27.0,US,2014-01-20,2014-04-20,untracked,-unknown-,Other/Unknown,FEMALE,kpsjgwtg7p,en,Android,12,facebook,20140120105523,2014-01-20,3363201.0
51205,direct,direct,65.0,US,2014-01-28,2014-08-11,product,Chrome,Windows Desktop,FEMALE,kpttok7p71,en,Web,0,basic,20140128005420,2014-01-28,82603.0
